ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
299,41,blue-collar,married,secondary,no,-256,yes,no,unknown,3,jun,147,2,-1,0,unknown,0
300,55,management,divorced,secondary,no,1526,yes,no,cellular,18,nov,105,1,-1,0,unknown,0
301,37,blue-collar,divorced,secondary,no,368,yes,no,unknown,13,may,194,2,-1,0,unknown,0
302,36,unemployed,married,secondary,no,16,yes,yes,cellular,17,nov,89,2,-1,0,unknown,0
303,66,retired,married,tertiary,no,908,no,no,cellular,28,jan,156,2,-1,0,unknown,0
304,56,management,married,tertiary,no,480,yes,no,telephone,2,apr,173,2,-1,0,unknown,0
305,35,self-employed,married,secondary,no,524,yes,no,cellular,21,nov,484,4,-1,0,unknown,0
306,38,blue-collar,married,primary,no,3057,yes,no,unknown,11,jun,133,1,-1,0,unknown,0
307,43,technician,divorced,secondary,no,1326,no,no,cellular,26,aug,93,2,-1,0,unknown,0
308,36,management,married,tertiary,no,2687,no,no,cellular,16,apr,58,3,-1,0,unknown,0
309,40,technician,married,secondary,no,-396,yes,no,unknown,26,may,127,1,-1,0,unknown,0
310,29,management,single,tertiary,no,1514,yes,no,telephone,5,may,363,1,333,7,other,0
311,26,admin.,single,secondary,no,96,no,no,cellular,2,jun,696,1,27,2,failure,0
312,54,management,married,tertiary,no,1168,no,no,telephone,4,may,150,5,-1,0,unknown,0
313,45,management,married,tertiary,no,0,no,no,cellular,11,aug,102,4,-1,0,unknown,0
314,54,self-employed,married,secondary,no,534,yes,no,cellular,2,feb,165,1,188,4,failure,0
315,50,blue-collar,married,primary,no,111,yes,no,telephone,15,may,8,6,366,1,other,0
316,29,blue-collar,single,secondary,no,0,yes,no,unknown,28,may,324,4,-1,0,unknown,0
317,28,admin.,single,tertiary,no,164,yes,no,cellular,9,feb,92,7,-1,0,unknown,0
318,35,blue-collar,married,primary,no,793,yes,no,cellular,17,apr,106,1,-1,0,unknown,0
319,50,management,married,tertiary,no,67,no,yes,unknown,20,jun,156,3,-1,0,unknown,0
320,39,management,single,tertiary,no,26,yes,yes,unknown,26,may,304,4,-1,0,unknown,0
321,52,management,single,tertiary,no,37,no,no,cellular,7,jul,1284,1,-1,0,unknown,0
322,35,services,divorced,secondary,no,1529,no,no,unknown,20,jun,20,5,-1,0,unknown,0
323,34,management,married,tertiary,no,161,yes,no,cellular,11,jul,378,1,-1,0,unknown,0
324,50,admin.,single,secondary,no,424,yes,no,unknown,12,may,72,2,-1,0,unknown,0
325,46,self-employed,married,primary,no,2295,yes,no,unknown,11,jun,138,1,-1,0,unknown,0
326,31,services,single,secondary,no,695,yes,no,cellular,3,apr,314,1,318,1,failure,0
327,32,management,divorced,tertiary,no,5550,yes,no,cellular,8,aug,89,4,-1,0,unknown,0
328,57,technician,married,tertiary,no,4043,yes,no,cellular,7,aug,122,4,-1,0,unknown,0
329,44,services,married,secondary,no,1422,yes,no,unknown,20,may,129,8,-1,0,unknown,0
330,36,admin.,divorced,secondary,no,0,no,no,unknown,11,jun,203,3,-1,0,unknown,0
331,30,admin.,married,secondary,no,4,no,no,unknown,20,jun,7,2,-1,0,unknown,0
332,31,management,divorced,tertiary,no,416,no,no,cellular,11,aug,33,2,-1,0,unknown,0
333,40,technician,married,secondary,no,1819,no,no,cellular,5,jun,398,2,-1,0,unknown,0
334,46,self-employed,married,tertiary,no,2421,no,no,cellular,11,aug,170,4,-1,0,unknown,0
335,31,services,married,tertiary,yes,-90,no,yes,unknown,1,jul,173,1,-1,0,unknown,0
336,25,self-employed,married,tertiary,no,1182,yes,no,unknown,26,may,141,2,-1,0,unknown,0
337,54,blue-collar,married,primary,no,211,no,no,unknown,19,jun,200,2,-1,0,unknown,0
338,24,technician,single,secondary,no,434,no,no,cellular,28,may,331,1,-1,0,unknown,0
339,33,unknown,single,secondary,no,9,no,no,cellular,19,oct,238,1,-1,0,unknown,0
340,36,self-employed,married,tertiary,no,10,no,no,cellular,29,aug,47,4,-1,0,unknown,0
341,46,technician,married,secondary,no,152,no,no,cellular,9,jul,72,1,-1,0,unknown,0
342,38,blue-collar,married,primary,no,27,yes,no,unknown,27,may,62,4,-1,0,unknown,0
343,35,admin.,married,secondary,no,160,yes,yes,cellular,16,apr,304,1,-1,0,unknown,0
344,58,technician,married,secondary,no,5618,yes,no,unknown,15,may,113,1,-1,0,unknown,0
345,27,entrepreneur,married,secondary,no,554,yes,no,unknown,16,may,131,1,-1,0,unknown,0
346,31,blue-collar,single,secondary,no,2137,no,no,unknown,29,may,413,1,-1,0,unknown,0
347,55,admin.,married,secondary,no,9329,no,no,cellular,19,mar,181,1,-1,0,unknown,0
348,36,management,divorced,tertiary,no,1406,yes,no,cellular,18,aug,266,4,-1,0,unknown,0
349,33,blue-collar,divorced,secondary,no,865,yes,no,cellular,18,may,158,2,-1,0,unknown,0
350,42,blue-collar,single,primary,no,92,no,no,cellular,30,jul,86,2,-1,0,unknown,0
351,30,entrepreneur,married,primary,no,501,yes,yes,cellular,6,may,323,2,-1,0,unknown,0
352,51,housemaid,married,primary,no,3486,no,no,cellular,20,aug,135,11,-1,0,unknown,0
353,34,admin.,divorced,secondary,no,2144,yes,no,unknown,23,may,157,1,-1,0,unknown,0
354,37,blue-collar,married,secondary,no,2066,yes,yes,cellular,21,nov,10,7,113,5,failure,0
355,52,admin.,divorced,secondary,no,0,yes,no,unknown,26,may,206,1,-1,0,unknown,0
356,47,management,married,tertiary,no,643,yes,no,unknown,8,may,155,1,-1,0,unknown,0
357,43,blue-collar,divorced,primary,no,1260,no,yes,unknown,6,jun,17,4,-1,0,unknown,0
358,45,admin.,married,secondary,no,5244,yes,no,unknown,29,may,18,16,-1,0,unknown,0
359,60,unknown,married,primary,no,4722,no,no,unknown,20,jun,459,3,-1,0,unknown,0
360,30,management,married,tertiary,no,367,no,no,cellular,4,feb,170,2,-1,0,unknown,0
361,54,unemployed,married,primary,no,6427,yes,no,telephone,19,nov,53,1,-1,0,unknown,0
362,49,admin.,married,secondary,no,381,no,no,cellular,5,aug,504,2,-1,0,unknown,0
363,54,services,married,primary,no,198,yes,no,cellular,31,jul,69,3,-1,0,unknown,0
364,61,blue-collar,married,primary,no,7879,no,no,telephone,28,jul,186,9,-1,0,unknown,0
365,28,admin.,single,secondary,no,3,no,no,cellular,14,may,138,2,-1,0,unknown,0
366,36,management,married,tertiary,no,2660,no,no,cellular,6,aug,252,2,-1,0,unknown,0
367,56,self-employed,married,secondary,no,14,no,no,cellular,16,jul,239,1,-1,0,unknown,0
368,49,services,divorced,secondary,no,933,no,yes,cellular,29,jul,92,33,-1,0,unknown,0
369,36,self-employed,divorced,tertiary,no,149,no,no,cellular,18,nov,257,2,-1,0,unknown,0
370,45,admin.,married,secondary,no,1387,yes,no,cellular,10,jul,446,1,-1,0,unknown,0
371,55,services,married,secondary,no,642,yes,no,cellular,11,jul,232,2,-1,0,unknown,0
372,44,blue-collar,married,secondary,no,701,no,yes,unknown,3,jul,269,2,-1,0,unknown,0
373,56,retired,divorced,tertiary,no,-458,yes,no,cellular,15,may,406,4,296,3,failure,0
374,31,technician,single,secondary,no,674,yes,yes,unknown,3,jun,150,3,-1,0,unknown,0
375,34,management,married,tertiary,no,889,yes,no,cellular,24,jul,539,1,-1,0,unknown,0
376,32,management,single,tertiary,no,2059,no,no,cellular,4,feb,886,2,-1,0,unknown,0
377,29,admin.,married,secondary,no,396,yes,no,unknown,30,may,205,2,-1,0,unknown,0
378,48,admin.,married,secondary,no,112,no,no,cellular,18,aug,139,5,-1,0,unknown,0
379,24,blue-collar,married,secondary,no,1470,yes,no,cellular,12,may,212,1,-1,0,unknown,0
380,50,unemployed,single,secondary,no,588,no,no,cellular,31,jul,649,3,-1,0,unknown,0
381,42,services,married,primary,no,124,yes,no,cellular,2,feb,164,2,262,2,failure,0
382,38,technician,married,tertiary,no,-1350,yes,yes,unknown,28,may,96,4,-1,0,unknown,0
383,35,entrepreneur,married,tertiary,no,0,no,no,cellular,5,may,74,1,168,4,failure,0
384,25,services,married,secondary,no,50,yes,no,unknown,5,may,342,1,-1,0,unknown,0
385,36,technician,single,secondary,no,524,yes,no,cellular,8,apr,95,1,-1,0,unknown,0
386,39,management,single,primary,no,375,no,no,telephone,31,jul,80,2,-1,0,unknown,0
387,20,student,single,unknown,no,479,no,no,cellular,11,sep,158,2,-1,0,unknown,0
388,39,admin.,married,secondary,no,2319,no,no,cellular,21,nov,48,1,137,1,failure,0
389,37,admin.,single,secondary,no,0,yes,no,unknown,5,may,137,1,-1,0,unknown,0
390,34,blue-collar,married,primary,no,0,no,no,unknown,3,jul,746,4,-1,0,unknown,0
391,31,housemaid,single,secondary,no,540,no,no,unknown,21,may,227,3,-1,0,unknown,0
392,39,blue-collar,married,secondary,no,2239,no,no,unknown,17,jun,133,2,-1,0,unknown,0
393,58,services,divorced,secondary,no,0,no,no,cellular,28,jan,250,2,-1,0,unknown,0
394,39,blue-collar,married,secondary,no,327,yes,no,unknown,20,may,244,1,-1,0,unknown,0
395,60,self-employed,married,primary,no,1226,yes,no,unknown,30,may,151,3,-1,0,unknown,0
396,46,unknown,married,unknown,no,2911,no,no,telephone,7,jul,41,9,-1,0,unknown,0
397,26,management,single,tertiary,no,159,no,no,cellular,3,feb,589,1,-1,0,unknown,0
398,48,admin.,married,secondary,no,719,yes,no,cellular,9,jul,205,1,-1,0,unknown,0
399,46,technician,married,tertiary,no,-582,yes,no,cellular,5,may,245,4,354,9,other,0
400,41,technician,married,tertiary,no,354,no,no,cellular,29,jul,95,5,-1,0,unknown,0
401,28,blue-collar,single,secondary,yes,0,no,yes,cellular,10,jul,165,1,-1,0,unknown,0
402,45,blue-collar,married,primary,no,4170,yes,yes,unknown,20,may,114,3,-1,0,unknown,0
403,43,blue-collar,single,primary,no,30,yes,no,unknown,30,may,379,17,-1,0,unknown,0
404,40,unemployed,married,primary,no,3444,yes,no,unknown,19,may,792,4,-1,0,unknown,0
405,28,services,single,secondary,no,2685,no,yes,unknown,24,aug,5,1,-1,0,unknown,0
406,34,management,divorced,tertiary,no,528,yes,no,cellular,17,apr,233,2,-1,0,unknown,0
407,21,student,single,secondary,no,546,no,no,unknown,17,apr,94,1,-1,0,unknown,0
408,56,housemaid,married,primary,no,954,no,no,unknown,20,jun,81,10,-1,0,unknown,0
409,44,blue-collar,married,secondary,no,261,yes,no,unknown,19,may,87,5,-1,0,unknown,0
410,26,services,single,secondary,no,-481,yes,yes,cellular,6,may,595,5,-1,0,unknown,0
411,40,management,divorced,tertiary,no,1038,no,no,cellular,7,aug,162,5,-1,0,unknown,0
412,32,services,single,secondary,no,-341,no,no,cellular,15,may,339,1,345,3,failure,0
413,50,management,married,tertiary,no,2809,yes,no,cellular,13,may,200,2,259,9,failure,0
414,39,management,single,tertiary,no,3797,no,no,cellular,2,jun,96,2,-1,0,unknown,0
415,40,admin.,divorced,secondary,no,-105,yes,no,unknown,30,may,385,2,-1,0,unknown,0
416,34,technician,single,tertiary,no,184,yes,no,cellular,30,jul,87,3,-1,0,unknown,0
417,48,admin.,married,secondary,no,811,no,yes,cellular,8,aug,149,2,-1,0,unknown,0
418,37,housemaid,single,tertiary,no,561,no,no,cellular,18,nov,188,1,165,2,failure,0
419,81,retired,divorced,primary,no,0,no,no,telephone,15,oct,172,1,-1,0,unknown,0
420,38,student,single,unknown,no,444,no,no,cellular,8,mar,157,3,206,6,success,0
421,58,housemaid,married,secondary,no,519,no,no,cellular,18,aug,251,4,-1,0,unknown,0
422,45,services,married,secondary,no,3638,yes,yes,unknown,3,jun,313,7,-1,0,unknown,0
423,34,blue-collar,single,secondary,no,381,yes,no,unknown,12,may,102,1,-1,0,unknown,0
424,31,technician,single,secondary,no,0,yes,no,cellular,11,may,163,1,370,1,failure,0
425,45,admin.,married,secondary,no,142,yes,yes,unknown,29,may,110,3,-1,0,unknown,0
426,28,student,single,tertiary,no,111,no,no,cellular,10,mar,70,2,-1,0,unknown,0
427,44,technician,married,tertiary,no,0,yes,yes,cellular,20,nov,286,6,191,2,failure,0
428,35,admin.,single,secondary,no,1087,no,no,cellular,5,feb,110,1,-1,0,unknown,0
429,36,unknown,married,primary,no,0,no,no,cellular,21,aug,238,2,-1,0,unknown,0
430,28,admin.,single,secondary,no,1507,no,no,cellular,7,jul,92,1,-1,0,unknown,0
431,34,admin.,married,secondary,no,774,yes,yes,cellular,14,may,163,1,175,6,other,0
432,46,technician,married,secondary,no,475,no,yes,cellular,23,jul,158,2,-1,0,unknown,0
433,38,blue-collar,married,primary,no,406,yes,no,cellular,29,jan,138,1,188,5,failure,0
434,32,management,divorced,tertiary,no,1589,yes,no,unknown,30,may,422,9,-1,0,unknown,0
435,48,blue-collar,married,secondary,no,425,yes,no,telephone,9,jul,693,2,-1,0,unknown,0
436,48,services,married,secondary,no,0,yes,no,cellular,2,apr,146,1,267,1,failure,0
437,58,self-employed,married,tertiary,no,327,no,yes,cellular,14,jul,145,2,-1,0,unknown,0
438,29,management,single,tertiary,no,91,yes,no,telephone,28,jul,426,4,-1,0,unknown,0
439,49,admin.,divorced,secondary,no,132,yes,no,cellular,15,may,98,1,350,1,failure,0
440,55,management,married,tertiary,no,926,yes,no,cellular,17,nov,309,1,-1,0,unknown,0
441,39,blue-collar,married,secondary,no,334,yes,no,telephone,24,jul,575,4,-1,0,unknown,0
442,42,entrepreneur,married,secondary,no,215,yes,yes,cellular,21,nov,158,1,-1,0,unknown,0
443,42,admin.,married,secondary,no,3842,no,no,cellular,31,jul,130,4,-1,0,unknown,0
444,28,student,single,tertiary,no,2306,no,no,cellular,29,oct,140,2,-1,0,unknown,0
445,33,management,married,tertiary,no,516,yes,no,cellular,19,nov,245,4,-1,0,unknown,0
446,59,management,married,secondary,no,-1246,no,no,telephone,29,jul,175,2,-1,0,unknown,0
447,58,unemployed,married,secondary,no,315,yes,no,cellular,6,feb,36,1,-1,0,unknown,0
448,56,admin.,divorced,secondary,no,985,no,yes,cellular,18,aug,150,2,-1,0,unknown,0
449,48,services,divorced,secondary,no,403,yes,no,unknown,14,may,364,1,-1,0,unknown,0
450,33,admin.,divorced,secondary,yes,-18,yes,no,cellular,6,may,244,1,359,3,failure,0
451,53,technician,married,primary,no,44,no,no,unknown,6,jun,256,1,-1,0,unknown,0
452,27,blue-collar,single,primary,no,1128,yes,no,unknown,30,jun,88,4,-1,0,unknown,0
453,32,admin.,divorced,secondary,no,-331,yes,yes,unknown,26,may,130,3,-1,0,unknown,0
454,43,blue-collar,married,primary,no,46,yes,no,cellular,15,may,38,7,332,6,failure,0
455,45,entrepreneur,married,primary,no,2418,yes,no,unknown,14,may,120,1,-1,0,unknown,0
456,34,management,married,tertiary,no,937,no,no,cellular,23,sep,405,1,391,3,failure,0
457,59,admin.,married,primary,no,6187,no,no,cellular,31,jul,114,4,-1,0,unknown,0
458,33,entrepreneur,married,tertiary,no,964,yes,no,cellular,18,may,97,1,180,3,failure,0
459,33,unemployed,married,primary,no,574,yes,no,cellular,20,apr,334,2,-1,0,unknown,0
460,30,admin.,single,secondary,no,523,no,yes,cellular,12,jun,136,3,101,1,success,0
461,55,blue-collar,married,primary,no,472,no,no,unknown,12,jun,80,2,-1,0,unknown,0
462,44,management,married,secondary,no,1103,no,no,cellular,20,nov,82,1,-1,0,unknown,0
463,31,technician,single,secondary,no,44,no,no,cellular,2,feb,200,5,175,2,failure,0
464,38,management,married,tertiary,no,845,no,no,cellular,23,sep,134,1,-1,0,unknown,0
465,26,student,single,tertiary,no,2,no,no,cellular,30,apr,120,2,-1,0,unknown,0
466,24,blue-collar,married,secondary,no,237,yes,no,unknown,12,may,200,2,-1,0,unknown,0
467,40,unemployed,divorced,secondary,no,262,yes,no,unknown,14,may,163,5,-1,0,unknown,0
468,31,student,single,tertiary,no,64,no,no,cellular,17,mar,181,2,183,3,failure,0
469,43,technician,single,secondary,no,4990,yes,no,cellular,22,aug,88,10,-1,0,unknown,0
470,40,admin.,single,secondary,no,877,yes,no,unknown,28,may,318,6,-1,0,unknown,0
471,37,management,single,tertiary,no,8066,no,no,telephone,13,aug,57,1,-1,0,unknown,0
472,54,entrepreneur,married,secondary,yes,401,yes,no,cellular,11,may,341,1,-1,0,unknown,0
473,29,self-employed,married,tertiary,yes,0,yes,yes,unknown,5,jun,399,3,-1,0,unknown,0
474,34,blue-collar,married,secondary,no,2,yes,no,cellular,12,may,6,5,-1,0,unknown,0
475,59,retired,married,primary,no,0,yes,no,cellular,28,jul,20,4,-1,0,unknown,0
476,27,student,single,secondary,no,217,yes,no,unknown,8,may,319,1,-1,0,unknown,0
477,45,blue-collar,married,primary,no,-485,yes,no,cellular,7,aug,122,2,-1,0,unknown,0
478,59,management,divorced,tertiary,no,7813,yes,no,cellular,21,nov,75,1,-1,0,unknown,0
479,55,management,married,tertiary,no,2366,yes,yes,cellular,30,jul,94,4,-1,0,unknown,0
480,57,retired,married,secondary,no,274,no,yes,unknown,20,jun,41,3,-1,0,unknown,0
481,59,retired,divorced,secondary,no,2651,no,no,telephone,31,jul,258,2,-1,0,unknown,0
482,61,self-employed,married,tertiary,no,4162,no,no,cellular,10,nov,185,1,-1,0,unknown,0
483,45,blue-collar,married,secondary,no,105,yes,yes,unknown,13,may,119,1,-1,0,unknown,0
484,32,management,single,secondary,no,916,yes,no,unknown,16,may,381,2,-1,0,unknown,0
485,32,management,single,tertiary,no,12686,yes,no,unknown,3,jun,54,1,-1,0,unknown,0
486,31,student,single,tertiary,no,744,no,no,cellular,20,aug,124,3,-1,0,unknown,0
487,40,services,married,secondary,no,251,yes,no,cellular,30,jul,153,6,-1,0,unknown,0
488,33,technician,divorced,secondary,no,250,yes,yes,cellular,7,may,277,1,-1,0,unknown,0
489,55,retired,married,primary,no,173,no,no,cellular,7,aug,168,2,-1,0,unknown,0
490,41,management,single,tertiary,no,537,yes,no,cellular,29,jan,278,2,-1,0,unknown,0
491,26,management,single,tertiary,no,592,no,no,telephone,29,jan,145,2,164,1,other,0
492,58,technician,married,secondary,no,2073,no,no,unknown,2,jun,393,3,-1,0,unknown,0
493,58,retired,married,tertiary,no,258,no,yes,cellular,19,aug,285,1,-1,0,unknown,0
494,46,management,single,tertiary,no,3,no,no,cellular,8,jul,85,1,-1,0,unknown,0
495,60,technician,divorced,secondary,no,11615,yes,no,unknown,3,jun,70,10,-1,0,unknown,0
496,41,blue-collar,married,secondary,no,923,yes,no,unknown,14,may,249,2,-1,0,unknown,0
497,28,student,single,secondary,no,154,yes,no,unknown,20,may,21,9,-1,0,unknown,0
498,45,admin.,married,secondary,no,358,yes,no,cellular,13,may,134,2,-1,0,unknown,0
499,35,management,married,tertiary,no,-65,yes,no,unknown,30,may,80,3,-1,0,unknown,0
500,38,management,married,secondary,no,93,no,no,unknown,3,jul,515,2,-1,0,unknown,0
501,30,management,divorced,tertiary,no,0,no,no,cellular,22,aug,209,2,-1,0,unknown,0
502,27,admin.,single,secondary,no,914,no,no,cellular,8,jul,131,2,-1,0,unknown,0
503,71,retired,divorced,secondary,no,3104,no,no,telephone,12,apr,271,1,187,1,failure,0
504,27,entrepreneur,single,tertiary,no,6,no,no,cellular,11,jul,143,2,-1,0,unknown,0
505,36,technician,single,secondary,no,0,no,no,cellular,29,aug,85,6,-1,0,unknown,0
506,37,management,married,primary,no,1959,no,no,unknown,11,jun,439,1,-1,0,unknown,0
507,37,services,single,secondary,no,393,yes,no,cellular,8,may,348,4,350,2,other,0
508,50,admin.,married,secondary,no,284,yes,no,cellular,11,may,106,1,278,3,failure,0
509,46,management,married,secondary,no,36,yes,no,unknown,16,may,250,1,-1,0,unknown,0
510,27,blue-collar,married,secondary,no,411,yes,yes,unknown,27,may,123,1,-1,0,unknown,0
511,32,technician,single,secondary,no,-398,no,yes,cellular,7,jul,387,2,-1,0,unknown,0
512,36,admin.,single,secondary,no,733,yes,no,cellular,20,apr,176,1,322,2,other,0
513,30,unemployed,married,secondary,yes,19,no,no,cellular,19,nov,186,5,-1,0,unknown,0
514,41,technician,married,secondary,no,-147,no,yes,unknown,1,jul,130,1,-1,0,unknown,0
515,50,services,married,unknown,no,37,no,no,cellular,5,aug,307,4,-1,0,unknown,0
516,39,technician,married,secondary,no,4741,yes,no,cellular,13,may,166,1,338,10,failure,0
517,43,management,divorced,tertiary,no,-173,no,yes,cellular,18,aug,119,7,-1,0,unknown,0
518,52,services,single,secondary,no,1810,no,no,telephone,19,nov,117,1,-1,0,unknown,0
519,26,admin.,married,secondary,no,1417,yes,no,unknown,6,jun,60,3,-1,0,unknown,0
520,51,management,married,tertiary,no,9796,no,yes,unknown,6,jun,110,1,-1,0,unknown,0
521,53,management,married,unknown,no,12001,no,no,unknown,6,jun,207,1,-1,0,unknown,0
522,34,admin.,single,secondary,no,239,no,no,unknown,5,oct,6,1,-1,0,unknown,0
523,49,admin.,married,secondary,no,2732,no,no,unknown,12,jun,558,1,-1,0,unknown,0
524,47,services,married,secondary,no,3216,yes,no,unknown,15,may,451,2,-1,0,unknown,0
525,40,admin.,married,secondary,no,1060,yes,no,cellular,17,apr,14,3,-1,0,unknown,0
526,47,admin.,divorced,secondary,no,1139,yes,no,cellular,11,jul,106,2,-1,0,unknown,0
527,56,retired,married,tertiary,no,811,no,no,cellular,14,aug,148,19,-1,0,unknown,0
528,29,admin.,single,secondary,no,103,no,no,cellular,9,feb,502,5,-1,0,unknown,0
529,39,management,single,tertiary,no,490,no,no,unknown,20,jun,44,3,-1,0,unknown,0
530,37,services,married,secondary,no,3321,no,no,unknown,16,jun,215,3,-1,0,unknown,0
531,56,blue-collar,divorced,unknown,no,1363,no,no,unknown,23,jun,54,3,-1,0,unknown,0
532,31,management,single,tertiary,no,0,no,no,cellular,19,aug,155,4,-1,0,unknown,0
